age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
55,Private,14.0,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,Thailand
37,Private,13.0,Separated,Exec-managerial,Not-in-family,White,Male,4787,0,55,United-States
45,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,South
51,Private,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
27,Private,11.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
52,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States
34,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
62,Private,16.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
32,State-gov,10.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States
26,Private,9.0,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States
60,Private,6.0,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States
55,Self-emp-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
42,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States
44,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
49,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States
37,Private,13.0,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,30,United-States
24,State-gov,10.0,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
30,?,13.0,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States
39,Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0,2258,42,United-States
54,Self-emp-not-inc,14.0,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,United-States
48,State-gov,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
23,Private,10.0,Never-married,Other-service,Not-in-family,White,Male,0,0,70,United-States
30,Private,9.0,Never-married,Protective-serv,Own-child,White,Male,0,0,70,United-States
27,Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
22,Private,9.0,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States
51,Private,5.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico
23,Self-emp-not-inc,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States
45,State-gov,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
28,Self-emp-not-inc,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States
38,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
41,Private,13.0,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
37,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
19,Private,10.0,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States
40,Private,9.0,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States
47,State-gov,9.0,Divorced,Adm-clerical,Unmarried,White,Male,0,0,38,United-States
34,Private,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States
45,Private,10.0,Separated,Craft-repair,Not-in-family,White,Male,0,0,41,United-States
31,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,91,United-States
23,Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,23,United-States
61,Private,4.5,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,Poland
26,Private,13.0,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States
60,Self-emp-not-inc,12.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Japan
21,Private,10.0,Never-married,Prof-specialty,Own-child,White,Male,0,0,48,United-States
59,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
43,Private,9.0,Divorced,Other-service,Not-in-family,Black,Female,0,1762,35,United-States
27,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
21,?,10.0,Never-married,?,Own-child,White,Male,0,0,16,United-States
31,Self-emp-not-inc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
28,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
18,Private,8.0,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
60,Self-emp-not-inc,15.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
49,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
30,Private,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2580,0,40,United-States
17,Private,7.0,Never-married,Craft-repair,Own-child,White,Female,0,0,15,United-States
25,Private,10.0,Never-married,Tech-support,Unmarried,White,Female,0,0,24,United-States
42,Private,9.0,Divorced,Other-service,Unmarried,Black,Male,0,0,35,United-States
21,Private,10.0,Never-married,Sales,Other-relative,Other,Female,0,0,30,United-States
51,Private,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,14084,0,50,United-States
50,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
59,Self-emp-inc,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
41,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,44,United-States
20,Private,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,2176,0,40,United-States
45,Private,9.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
27,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
24,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
63,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States
49,?,9.0,Married-civ-spouse,?,Wife,White,Female,0,0,60,United-States
61,Self-emp-not-inc,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States
28,Private,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
45,Private,5.0,Separated,Other-service,Unmarried,Other,Female,0,0,40,Trinadad&Tobago
21,Private,9.0,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,25,United-States
18,Private,7.0,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
28,Private,13.0,Never-married,Sales,Own-child,White,Male,0,0,2,United-States
32,Private,9.0,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,3908,0,40,United-States
52,Federal-gov,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
24,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
41,Private,11.0,Divorced,Prof-specialty,Unmarried,White,Female,3887,0,40,United-States
29,Private,13.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,2202,0,40,Taiwan
55,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
58,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
62,State-gov,11.0,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States
61,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
34,Private,13.0,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States
30,Private,11.0,Never-married,Other-service,Not-in-family,White,Female,0,0,41,United-States
32,State-gov,14.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Japan
58,Private,9.0,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
27,Private,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
56,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
63,Private,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
30,Private,11.0,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
31,Private,7.0,Never-married,Other-service,Own-child,White,Male,0,0,30,Poland
21,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States
36,Private,6.0,Divorced,Transport-moving,Unmarried,White,Male,0,0,48,United-States
35,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
42,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1628,40,United-States
53,Private,8.0,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States
34,Private,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
40,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
45,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Mexico
27,Private,13.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,India
31,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
57,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
33,Private,9.0,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
42,Federal-gov,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
60,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
60,Private,4.5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,40,Poland
45,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
46,Private,6.0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
22,Private,7.0,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
58,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
36,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
61,Private,4.5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,United-States
58,Self-emp-not-inc,9.0,Separated,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States
49,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Greece
62,Private,9.0,Widowed,Sales,Not-in-family,White,Female,0,0,43,United-States
39,Private,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,55,United-States
54,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States
40,Private,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
20,Federal-gov,9.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
26,Local-gov,13.0,Never-married,Protective-serv,Not-in-family,White,Female,0,0,48,United-States
37,Private,10.0,Never-married,Tech-support,Own-child,Black,Female,0,0,40,United-States
20,Private,10.0,Never-married,Adm-clerical,Own-child,Other,Female,0,0,20,United-States
26,Private,13.0,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
65,Private,13.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States
68,Self-emp-not-inc,6.0,Widowed,Farming-fishing,Unmarried,White,Male,0,0,20,United-States
30,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
69,?,9.0,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States
44,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
48,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States
41,Private,13.0,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
33,Private,10.0,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States
51,Self-emp-inc,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,55,United-States
17,Private,7.0,Never-married,Sales,Own-child,White,Female,0,0,23,United-States
40,Private,10.0,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
24,Private,9.0,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40,United-States
43,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
49,Self-emp-inc,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,32,United-States
54,State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States
47,Self-emp-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
20,Private,10.0,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States
53,Private,13.0,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,28,United-States
27,Private,9.0,Separated,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
40,Self-emp-not-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
34,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,41,United-States
29,Private,13.0,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
35,Private,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,United-States
22,Private,10.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,10,United-States
41,Private,9.0,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
27,Private,10.0,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States
57,Private,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
34,Private,13.0,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States
55,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
41,Local-gov,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
35,Private,13.0,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,4650,0,40,United-States
20,Private,10.0,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States
54,Self-emp-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
33,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
23,Private,6.0,Never-married,Craft-repair,Own-child,White,Male,0,0,44,United-States
24,Private,10.0,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,45,United-States
22,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany
57,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
49,Self-emp-not-inc,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
27,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States
25,Self-emp-not-inc,7.0,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
39,Private,10.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,52,United-States
48,Private,10.0,Never-married,Craft-repair,Unmarried,White,Female,0,0,38,United-States
32,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States
31,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States
42,Private,4.5,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,35,United-States
19,Private,10.0,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
65,Self-emp-not-inc,10.0,Widowed,Exec-managerial,Unmarried,White,Female,0,0,45,United-States
28,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
34,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
25,Private,13.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
36,Self-emp-inc,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States
59,Private,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
35,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States
38,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
33,Private,9.0,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States
19,Private,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States
39,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298,0,40,United-States
63,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
34,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States
51,Private,10.0,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,40,United-States
32,Private,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,46,Dominican-Republic
22,?,10.0,Never-married,?,Not-in-family,White,Male,0,0,15,United-States
24,Private,9.0,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,35,United-States
26,Local-gov,9.0,Never-married,Other-service,Unmarried,Black,Female,0,0,25,United-States
25,Private,9.0,Never-married,Sales,Unmarried,White,Female,0,0,35,United-States
30,Private,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico
39,Private,11.0,Divorced,Craft-repair,Not-in-family,White,Male,0,1721,45,United-States
58,Local-gov,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States
22,Private,8.0,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States
56,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
31,Private,7.0,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,35,United-States
45,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27,Private,10.0,Divorced,Adm-clerical,Own-child,White,Female,0,0,20,United-States
34,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
27,Self-emp-inc,9.0,Never-married,Sales,Own-child,White,Male,0,0,45,United-States
39,State-gov,13.0,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,Mexico
39,Private,10.0,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States
58,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States
52,Private,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States
57,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
39,Private,10.0,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
36,Local-gov,10.0,Separated,Adm-clerical,Own-child,Black,Male,0,0,40,United-States
51,Private,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,50,United-States
20,Self-emp-not-inc,10.0,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States
36,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
44,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
41,Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
49,Local-gov,13.0,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States
40,Private,8.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
39,Private,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
37,State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
34,Private,13.0,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,20,United-States
20,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
41,Private,9.0,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States
27,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
34,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States
32,Private,10.0,Divorced,Farming-fishing,Not-in-family,White,Female,0,1590,54,United-States
26,Private,14.0,Never-married,Exec-managerial,Not-in-family,Black,Male,6849,0,50,United-States
40,Local-gov,9.0,Married-spouse-absent,Farming-fishing,Own-child,Black,Male,0,0,40,United-States
39,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States
37,State-gov,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
20,Private,12.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
28,Private,14.0,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
51,Private,8.0,Divorced,Transport-moving,Unmarried,White,Male,0,0,50,United-States
42,Local-gov,12.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,Puerto-Rico
39,Private,9.0,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
31,Private,13.0,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
46,Private,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
20,Private,10.0,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States
36,Private,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,3674,0,42,United-States
25,Private,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
31,Self-emp-inc,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,99,United-States
55,Local-gov,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States
40,Private,11.0,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
52,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
57,Federal-gov,11.0,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
24,Private,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,25,United-States
48,Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States
56,Private,13.0,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines
41,Local-gov,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
45,Federal-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
29,Private,6.0,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,?
23,Private,13.0,Never-married,Exec-managerial,Unmarried,White,Female,0,0,30,United-States
48,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States
29,Private,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
47,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
28,Private,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,46,United-States
33,Private,9.0,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States
51,Private,13.0,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States
29,Private,10.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States
27,Local-gov,11.0,Never-married,Tech-support,Own-child,White,Female,0,0,38,United-States
26,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States
44,State-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
59,Self-emp-not-inc,15.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States
32,Private,9.0,Never-married,Sales,Own-child,Black,Female,0,1669,45,United-States
56,Private,4.5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,36,United-States
43,Private,12.0,Never-married,Craft-repair,Unmarried,White,Female,0,0,40,United-States
35,Private,4.5,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,40,Guatemala
27,Private,13.0,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
18,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United-States
70,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
32,Self-emp-inc,10.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,35,Haiti
49,Private,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
46,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States
28,Private,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States
69,Private,7.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
27,Private,11.0,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States
32,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1579,36,United-States
20,Private,10.0,Never-married,Exec-managerial,Own-child,White,Female,0,0,25,United-States
43,Private,12.0,Divorced,Prof-specialty,Not-in-family,White,Female,4650,0,40,United-States
49,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
36,Private,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
22,Without-pay,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,4416,0,40,United-States
32,Self-emp-not-inc,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States
62,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
43,Private,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
20,Self-emp-inc,10.0,Never-married,Craft-repair,Own-child,White,Male,0,0,18,United-States
22,Federal-gov,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,43,United-States
40,State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
39,Private,5.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States
48,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,45,United-States
31,Private,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States
49,Local-gov,14.0,Widowed,Prof-specialty,Unmarried,White,Female,0,323,20,United-States
42,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
50,Private,9.0,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
33,Private,10.0,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States
35,Private,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,38,Japan
27,Private,9.0,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States
25,Private,13.0,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
24,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
17,Private,7.0,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
32,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
23,Private,5.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,55,United-States
29,Private,9.0,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
60,Self-emp-not-inc,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
57,?,6.0,Separated,?,Not-in-family,White,Male,0,0,30,United-States
19,Private,9.0,Never-married,Sales,Own-child,White,Male,0,0,50,United-States
34,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,99,United-States
38,Self-emp-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,78,United-States
60,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
40,Private,10.0,Divorced,Exec-managerial,Unmarried,White,Female,1831,0,30,United-States
29,Private,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,3325,0,40,Ecuador
53,Federal-gov,9.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
